age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
33,188.7,82.4,2134,0.86,5175.89104031576,500.0
23,167.6,79.9,2651,0.25,5175.89104031576,500.0
22,169.5,69.2,500,0.24,5000.0,11921.655171274942
65,186.1,83.3,2497,0.77,5175.89104031576,2910.6282601136813
62,169.0,41.1,2558,0.63,5000.0,500.0
52,165.7,36.0,4172,0.72,5175.89104031576,24096.818254028258
47,177.2,77.2,4694,0.87,5175.89104031576,11077.240074636484
37,169.0,65.6,3699,0.55,5175.89104031576,16558.08075692185
35,178.7,103.7,2607,0.9,5175.89104031576,18579.603464429416
43,153.1,71.5,3306,0.66,5175.89104031576,18932.100560748066
45,162.1,54.7,2444,0.8,5000.0,27125.906572605523
48,180.9,70.5,3434,0.79,5175.89104031576,500.0
45,168.2,68.7,1934,0.4,5175.89104031576,500.0
61,176.1,46.3,1484,0.81,5175.89104031576,500.0
21,173.8,67.8,2737,0.31,5175.89104031576,36374.07000298622
25,160.5,76.0,1975,0.3,5175.89104031576,3911.341424776443
61,169.2,53.5,3505,0.41,5175.89104031576,10239.745803009406
56,163.4,56.4,2133,0.3,5000.0,500.0
19,175.3,59.0,3868,0.76,5175.89104031576,1236.2040979616436
33,168.5,44.2,907,0.62,5000.0,500.0
72,174.1,56.2,3427,0.45,5175.89104031576,500.0
74,182.7,65.7,3136,0.18,5000.0,27252.50561336032
26,182.6,82.8,2294,0.97,5000.0,11118.924390264356
37,186.9,79.4,2531,0.76,5000.0,12778.547523953092
29,172.9,73.7,2912,0.56,5175.89104031576,500.0
53,169.7,69.3,1572,0.65,5175.89104031576,500.0
35,174.0,94.8,1623,0.25,5175.89104031576,18190.006055313752
69,157.5,76.5,1678,0.32,5000.0,9338.097616995125
47,167.7,53.4,2451,0.23,5000.0,28558.640451367977
72,182.8,98.5,2027,0.72,5175.89104031576,500.0
64,164.9,59.9,2306,0.75,5175.89104031576,500.0
48,181.4,93.0,5015,0.0,5000.0,9985.35077290691
51,160.3,61.3,2394,0.97,5175.89104031576,500.0
57,179.2,83.5,541,0.73,5000.0,500.0
33,167.6,75.1,1230,0.62,5175.89104031576,500.0
21,179.2,74.7,998,0.68,5175.89104031576,7118.792015716052
67,164.3,53.4,3738,0.88,5175.89104031576,500.0
55,157.9,41.7,2498,0.73,5000.0,18244.112242171323
60,148.5,86.7,1629,0.78,5175.89104031576,500.0
48,165.6,70.5,3228,0.81,5175.89104031576,19054.549699421703
59,175.7,53.2,3045,0.04,5000.0,36536.86457934811
72,187.9,49.6,1120,0.17,5175.89104031576,35070.03909571301
71,163.7,71.6,3014,0.02,5175.89104031576,28819.075039984185
25,178.3,64.9,2146,0.45,5175.89104031576,28866.770683524708
72,163.3,85.1,1766,0.0,5000.0,500.0
33,173.8,77.2,4210,0.28,5000.0,8211.053673623343
27,171.4,60.0,1228,0.15,5000.0,8646.273398883648
46,171.0,79.9,729,0.13,5000.0,500.0
67,161.6,54.2,2855,0.16,5000.0,4359.64553403087
38,176.9,58.9,951,0.75,5175.89104031576,7460.222932138988
71,153.1,63.7,4090,0.43,5175.89104031576,16293.3737418524
53,174.0,65.7,1591,0.76,5175.89104031576,500.0
59,161.3,71.7,1481,0.42,5175.89104031576,500.0
43,182.9,64.1,1677,0.85,5175.89104031576,500.0
52,179.5,65.6,1603,0.39,5175.89104031576,10321.12867438911
50,164.1,87.0,2963,0.2,5175.89104031576,500.0
38,154.5,74.8,1022,0.25,5000.0,500.0
48,180.9,75.6,2341,0.21,5175.89104031576,1239.2239094890654
23,161.8,81.6,1637,0.29,5000.0,18234.087159764706
44,158.4,75.1,3088,0.39,5000.0,500.0
46,155.5,60.8,2240,0.38,5000.0,500.0
24,179.9,79.4,3624,0.59,5175.89104031576,500.0
28,176.1,57.3,2138,0.42,5000.0,9348.235706928515
74,169.7,75.7,1749,0.6,5175.89104031576,2043.5333763316853
67,167.2,78.7,2883,0.12,5175.89104031576,500.0
44,161.6,71.8,3796,0.47,5000.0,31449.919874062693
61,181.6,49.8,2703,0.14,5175.89104031576,15318.216047402344
59,174.9,41.1,3526,0.08,5000.0,500.0
66,175.0,66.4,500,0.49,5000.0,500.0
46,166.0,57.8,1469,0.43,5175.89104031576,7158.115433295724
61,162.5,74.9,1954,0.04,5175.89104031576,500.0
62,157.0,46.8,500,0.49,5000.0,500.0
57,185.3,67.5,3512,0.59,5175.89104031576,500.0
56,162.1,54.6,2264,0.67,5175.89104031576,2823.952847574172
53,171.1,63.6,2323,0.69,5175.89104031576,500.0
49,174.9,70.9,3051,0.54,5000.0,29170.63948049445
49,166.9,67.6,5122,0.97,5000.0,3886.366402404397
53,192.0,65.0,1110,0.24,5175.89104031576,8418.438728895233
27,175.1,83.7,3103,0.47,5175.89104031576,500.0
63,158.4,60.8,1609,0.14,5175.89104031576,20245.6528981206
65,168.4,60.7,1607,0.25,5000.0,25892.265333001284
46,174.5,64.3,3868,0.89,5000.0,24568.552873353263
18,171.5,91.3,3546,0.65,5175.89104031576,18072.25363580136
43,163.9,80.9,1951,0.24,5175.89104031576,20157.827863254694
21,157.5,88.9,2059,0.1,5000.0,3308.9064396020794
48,169.8,93.0,2259,0.32,5175.89104031576,9086.899341730352
54,183.6,78.3,4291,0.91,5000.0,33001.40029680384
23,174.7,55.9,1792,0.5,5000.0,6195.706758033911
75,154.2,69.0,1970,0.23,5175.89104031576,12896.651563774962
38,195.4,88.6,2199,0.52,5000.0,7622.533229372277
23,158.6,101.5,655,0.93,5000.0,500.0
53,161.9,67.9,3113,0.99,5175.89104031576,3080.492487464247
36,156.4,63.9,2187,0.54,5175.89104031576,6896.914538451551
46,162.5,57.3,4478,0.42,5175.89104031576,28004.97873605136
25,179.1,61.6,3528,0.49,5000.0,1435.4474349906754
26,185.8,63.9,4044,0.57,5000.0,20244.96496449784
23,186.0,106.8,2951,0.99,5000.0,500.0
69,166.3,38.8,1810,0.91,5175.89104031576,500.0
28,150.2,73.3,1950,0.27,5000.0,30076.492167758945
58,167.1,73.0,3272,0.76,5175.89104031576,18739.434573768805
71,178.2,85.2,4039,0.14,5175.89104031576,26722.51063891717
52,189.2,64.0,1697,0.19,5000.0,500.0
38,164.6,64.7,2053,0.47,5000.0,4420.722427663023
56,169.6,71.5,4110,0.65,5000.0,15879.021218319647
22,163.6,79.6,3591,0.88,5175.89104031576,12081.86465764577
70,181.9,65.3,2887,0.61,5000.0,500.0
66,157.3,52.2,2610,0.2,5175.89104031576,11107.077914430149
22,193.6,71.6,3148,0.52,5175.89104031576,500.0
70,174.6,73.2,4204,0.22,5000.0,18213.101271004227
56,150.9,60.0,2130,0.59,5175.89104031576,730.8434637470251
34,174.7,57.2,1828,0.54,5000.0,500.0
72,175.0,71.8,2302,0.46,5175.89104031576,500.0
29,177.6,84.5,1590,0.34,5000.0,500.0
34,170.9,71.5,4143,0.68,5000.0,2173.539199674299
72,176.9,91.2,3151,0.38,5000.0,500.0
28,158.4,60.6,2820,0.21,5175.89104031576,14502.031079825532
51,172.9,55.4,4181,0.1,5175.89104031576,500.0
62,160.5,79.6,2968,0.4,5175.89104031576,12664.435501178286
46,164.5,73.3,2071,0.73,5000.0,500.0
61,167.8,62.0,1557,0.1,5175.89104031576,10755.931244427064
66,172.6,79.9,500,0.42,5175.89104031576,15548.138019379172
56,175.6,82.1,2566,0.48,5000.0,20237.30157615237
64,176.5,85.6,3279,0.3,5175.89104031576,21833.999417828752
27,168.4,50.3,3994,0.61,5175.89104031576,500.0
25,164.9,67.3,2037,0.39,5175.89104031576,36363.72059684359
62,182.4,67.8,3056,0.92,5175.89104031576,2778.895441146856
18,185.2,75.0,4376,0.16,5175.89104031576,17399.931684188447
62,166.3,91.2,4407,0.65,5175.89104031576,8503.44658404202
34,177.7,54.2,3900,0.46,5175.89104031576,20600.912025801503
47,183.6,33.7,2512,0.99,5000.0,500.0
32,152.8,69.5,3714,0.5,5000.0,15973.595824815971
44,167.1,62.8,1543,0.07,5000.0,500.0
52,170.7,63.2,1870,0.97,5000.0,500.0
67,165.5,64.6,3890,0.76,5175.89104031576,30264.14579652031
22,174.7,70.8,2264,0.01,5175.89104031576,18388.659350015118
43,176.9,65.7,3540,0.35,5000.0,19833.87940555405
23,183.9,71.5,4340,0.74,5000.0,500.0
46,172.2,61.2,2173,0.89,5000.0,1182.464992217078
64,172.1,80.8,3245,0.41,5175.89104031576,20849.14794541604
57,171.7,45.7,2221,0.2,5175.89104031576,500.0
26,146.9,79.8,500,0.14,5000.0,500.0
27,153.2,57.2,2231,0.78,5000.0,595.4529022693162
56,195.2,77.0,2176,0.03,5000.0,22156.6601666299
22,182.1,74.6,1925,0.27,5175.89104031576,500.0
71,175.3,84.1,3743,0.95,5000.0,500.0
33,151.4,90.8,5393,0.91,5000.0,8779.914737074032
74,166.9,84.2,1339,0.73,5000.0,500.0
21,163.9,55.4,3314,0.12,5175.89104031576,500.0
42,174.1,75.6,2277,0.56,5175.89104031576,15115.590081648994
36,164.2,95.3,1781,0.93,5175.89104031576,2432.7924620553586
70,171.2,77.3,1609,0.05,5175.89104031576,500.0
72,161.0,87.5,5505,0.77,5175.89104031576,22506.54481869007
57,162.9,61.6,536,0.46,5000.0,500.0
27,174.5,66.8,5200,0.77,5175.89104031576,27305.77273471144
34,179.4,58.4,4483,0.75,5000.0,24757.281249515778
25,180.2,76.1,4324,0.75,5000.0,11123.788700251043
37,174.1,81.8,3074,0.57,5000.0,33156.131553929656
52,152.8,76.0,1389,0.89,5175.89104031576,500.0
67,185.4,70.9,1706,0.86,5000.0,8530.171542970327
20,179.7,80.7,1945,0.3,5175.89104031576,500.0
24,177.2,58.9,4001,0.65,5175.89104031576,936.1984497142817
72,183.3,83.1,2539,0.01,5000.0,853.7959272966966
48,176.2,99.7,3200,0.42,5175.89104031576,500.0
45,172.1,61.5,1192,0.56,5175.89104031576,10733.234559213986
73,182.2,85.8,500,0.23,5000.0,15819.26553529323
51,167.9,51.0,2247,0.92,5000.0,500.0
72,166.6,67.4,1185,0.68,5000.0,500.0
34,186.4,59.1,500,0.51,5175.89104031576,500.0
48,176.6,68.6,1309,0.92,5175.89104031576,500.0
37,163.6,73.4,3085,0.29,5175.89104031576,14821.298061499252
21,163.1,64.8,2276,0.03,5175.89104031576,500.0
73,168.5,52.1,3857,0.55,5175.89104031576,18172.210413180703
26,151.5,76.5,1035,0.72,5000.0,1352.1952582900844
35,154.3,88.3,746,0.4,5175.89104031576,500.0
34,161.0,72.0,3073,0.88,5175.89104031576,500.0
21,154.3,77.4,2778,0.25,5175.89104031576,500.0
40,168.5,80.9,3622,0.38,5175.89104031576,24007.860170588843
36,180.8,69.7,2912,0.49,5000.0,20294.65511964112
18,157.6,79.4,2199,0.13,5000.0,17543.403390661868
63,171.0,77.6,2077,0.02,5000.0,8851.47513253766
50,176.9,79.2,644,0.73,5175.89104031576,16283.7215593546
50,166.1,82.9,979,0.61,5000.0,500.0
34,155.2,68.5,1671,0.34,5175.89104031576,8230.338986540903
59,175.2,51.9,2320,0.64,5175.89104031576,36167.76622830452
18,171.0,81.7,2691,0.77,5000.0,5178.461905660711
70,167.6,70.0,2316,0.46,5000.0,10625.22505171767
69,178.2,68.8,3099,0.5,5175.89104031576,500.0
36,156.1,72.5,1436,0.14,5175.89104031576,500.0
71,167.1,72.1,1521,0.55,5000.0,8958.751400020752
20,158.8,86.3,1885,0.67,5175.89104031576,27756.833338880904
22,173.7,90.9,3343,0.49,5000.0,500.0
54,154.9,67.9,2309,0.43,5000.0,25164.516564663525
39,155.1,62.5,1624,0.06,5175.89104031576,4882.286063224627
23,176.1,94.9,1977,0.19,5175.89104031576,500.0
35,162.2,65.3,1864,0.28,5000.0,500.0
29,164.5,50.8,4479,0.87,5175.89104031576,11704.36628697587
21,160.1,56.1,2395,0.32,5175.89104031576,13531.803584188276
48,182.1,51.1,2173,0.83,5000.0,4137.958771077626
35,161.5,78.3,3066,0.82,5000.0,21484.31832814409
71,166.6,73.6,1579,0.81,5000.0,17478.508978244045
65,189.1,49.0,5270,0.51,5175.89104031576,37943.8602929614
49,178.3,81.8,2952,0.38,5175.89104031576,500.0
41,166.5,77.4,3315,0.88,5175.89104031576,500.0
33,176.1,61.8,500,0.4,5175.89104031576,500.0
32,156.0,72.3,4392,0.98,5175.89104031576,500.0
41,166.7,65.5,500,0.8,5000.0,17729.107635313183
57,167.3,65.4,2762,0.55,5000.0,7230.425395693608
41,181.0,63.1,2236,0.21,5000.0,23789.25327939984
24,175.7,72.8,3883,0.09,5000.0,3147.811151843219
67,182.0,72.3,1500,0.93,5175.89104031576,500.0
70,177.9,92.5,1348,0.78,5000.0,500.0
35,177.1,67.5,3006,0.43,5175.89104031576,500.0
63,186.6,85.6,1142,0.26,5000.0,21770.35822862159
37,162.1,96.1,3498,0.08,5175.89104031576,500.0
72,169.6,92.4,2618,0.48,5175.89104031576,28319.53589596485
55,166.5,102.1,4245,0.29,5000.0,500.0
65,164.6,71.9,2782,0.23,5000.0,500.0
58,175.5,55.5,3142,0.73,5175.89104031576,14102.349016629383
46,171.1,109.4,2147,0.17,5000.0,500.0
40,175.2,62.9,2773,0.83,5000.0,20527.32364551167
67,183.1,56.9,1721,0.87,5000.0,500.0
71,164.8,69.5,2309,0.89,5175.89104031576,500.0
58,164.6,76.8,2809,0.19,5175.89104031576,19980.13470989714
63,160.6,93.5,2784,0.22,5175.89104031576,500.0
34,148.8,61.7,2558,0.49,5000.0,16227.086392415826
41,155.2,80.1,2117,0.99,5175.89104031576,500.0
64,168.3,62.4,500,0.05,5000.0,500.0
56,172.5,83.5,1449,0.37,5175.89104031576,500.0
46,157.4,90.4,2484,0.36,5175.89104031576,17884.292429399396
50,177.4,68.3,1836,0.44,5175.89104031576,500.0
40,173.9,75.3,4591,0.17,5175.89104031576,11024.348114058204
61,164.5,61.4,4065,0.19,5000.0,20497.265000311854
20,156.3,82.7,4675,0.28,5000.0,15710.590455545474
36,157.9,47.1,1319,0.69,5175.89104031576,500.0
20,182.3,69.4,3738,0.35,5175.89104031576,28857.19324652385
72,182.5,62.5,1516,0.58,5000.0,26197.652891425936
46,159.3,71.3,4273,0.86,5000.0,26922.83476679464
56,179.8,56.8,1901,0.63,5175.89104031576,6176.434555662763
75,160.7,84.9,1559,0.95,5175.89104031576,1603.958894044668
25,179.3,86.3,3403,0.55,5175.89104031576,8020.985872879926
21,176.6,69.8,747,0.61,5000.0,6737.0437220161775
47,168.3,65.0,3366,0.42,5175.89104031576,500.0
46,160.6,74.0,1820,0.97,5000.0,7893.045955084727
34,163.4,100.3,3871,0.91,5175.89104031576,500.0
71,162.5,82.9,3012,0.59,5000.0,2261.521881785914
51,169.4,64.8,1529,0.59,5175.89104031576,500.0
25,145.6,49.5,4314,0.79,5175.89104031576,5419.59294159302
69,159.8,68.5,3003,0.51,5175.89104031576,1190.197518363465
27,170.3,30.2,2371,0.52,5000.0,8475.909092890979
49,156.3,59.8,3173,0.49,5175.89104031576,500.0
70,162.4,69.4,3930,0.48,5175.89104031576,28079.89992345546
24,165.7,60.7,2527,0.27,5000.0,500.0
60,175.4,59.6,2094,0.49,5175.89104031576,9283.855571221276
24,151.2,67.2,3562,0.26,5175.89104031576,500.0
47,173.1,72.1,3431,0.12,5000.0,500.0
44,167.5,59.4,3240,0.48,5175.89104031576,4802.988003983614
34,171.8,64.1,2180,0.43,5175.89104031576,500.0
68,171.4,70.8,1571,0.1,5000.0,500.0
26,169.6,62.9,1226,0.75,5000.0,500.0
69,162.4,72.9,2322,0.61,5175.89104031576,500.0
38,183.2,87.0,3815,0.56,5000.0,500.0
34,157.3,54.9,2977,0.94,5000.0,11336.297362326908
51,154.5,72.7,3924,0.55,5175.89104031576,5948.170760662255
49,173.3,57.6,4489,0.65,5175.89104031576,21612.37044925595
70,150.9,75.6,3538,0.26,5000.0,8038.133550766876
70,179.8,69.5,1584,0.87,5175.89104031576,2812.595318098753
20,168.5,62.4,1429,0.02,5175.89104031576,22011.1062234904
38,167.9,40.8,2679,0.89,5000.0,29058.06890589024
38,169.2,59.5,2503,0.44,5175.89104031576,7197.711623992278
60,154.8,71.6,4819,0.16,5175.89104031576,38375.36606328268
61,171.9,68.7,500,0.8,5000.0,500.0
52,184.4,69.6,2888,0.69,5000.0,29542.63792187172
42,179.0,87.3,500,0.75,5175.89104031576,14334.790502978738
50,152.7,72.0,4925,0.54,5000.0,17724.574472406643
52,166.8,72.8,3449,0.12,5175.89104031576,30648.49801819472
20,160.6,86.7,3367,0.4,5000.0,4220.05296989734
42,174.6,82.7,792,0.23,5000.0,500.0
47,181.7,70.2,3027,0.53,5000.0,500.0
55,159.6,85.1,963,0.59,5175.89104031576,500.0
56,172.5,75.7,2167,0.98,5000.0,10567.42401127163
37,164.5,59.0,1736,0.63,5175.89104031576,19586.0762412498
65,175.8,76.3,669,0.99,5175.89104031576,12099.492777601914
50,171.9,64.3,2284,0.25,5175.89104031576,500.0
74,146.4,94.5,3389,0.51,5175.89104031576,17459.05262313533
64,168.6,89.8,2889,0.63,5000.0,500.0
47,165.2,75.2,3013,0.49,5175.89104031576,20598.3563482812
36,190.5,91.8,3062,0.74,5000.0,500.0
49,168.5,57.3,1557,0.75,5000.0,20056.794915547514
65,170.6,71.8,3888,0.63,5000.0,22130.63222840987
38,176.9,47.7,4682,0.04,5175.89104031576,4591.209243175377
34,183.2,74.7,500,0.05,5000.0,500.0
23,154.0,90.7,500,0.14,5175.89104031576,500.0
71,167.6,55.1,500,0.46,5175.89104031576,13140.642092781516
49,157.5,81.4,1875,0.99,5175.89104031576,34635.661077110126
55,183.7,56.6,2145,0.17,5000.0,23305.20524108271
31,162.3,75.4,4754,0.54,5175.89104031576,15609.991480806057
34,164.8,90.7,3366,0.68,5175.89104031576,29230.3405532146
71,160.6,98.4,2066,0.97,5175.89104031576,500.0
26,195.4,52.6,2575,0.85,5175.89104031576,500.0
44,167.6,75.0,969,0.24,5175.89104031576,500.0
21,176.2,41.1,4345,0.23,5175.89104031576,23333.146224276992
47,175.8,103.9,2649,0.63,5175.89104031576,500.0
33,169.7,65.0,2430,0.76,5175.89104031576,500.0
63,178.2,69.1,2588,0.04,5175.89104031576,500.0
74,177.5,74.5,2305,0.46,5175.89104031576,500.0
50,162.6,81.4,881,0.98,5175.89104031576,500.0
39,164.3,51.5,1981,0.99,5000.0,9420.651157219008
20,170.3,70.8,3852,0.37,5175.89104031576,500.0
50,166.6,75.2,3142,0.12,5000.0,4792.3119247859
25,166.1,105.3,3336,0.66,5175.89104031576,17960.37004122034
69,177.9,89.9,4944,0.18,5175.89104031576,12873.031183839874
51,160.8,53.6,2682,0.45,5175.89104031576,500.0
50,176.9,55.2,500,0.46,5000.0,500.0
69,173.6,43.5,4122,0.14,5000.0,6641.673299403863
64,175.2,57.3,4504,0.86,5000.0,24423.367356687104
24,174.3,64.1,500,0.65,5000.0,500.0
46,170.7,76.4,896,0.3,5175.89104031576,12874.556201202864
40,171.6,44.8,3717,0.47,5000.0,500.0
63,182.1,72.1,536,0.52,5175.89104031576,500.0
48,168.9,87.2,4893,0.83,5000.0,6652.601907887115
24,166.8,82.4,2995,0.59,5175.89104031576,22622.68444829474
60,170.0,88.8,1187,0.94,5175.89104031576,6243.547085675631
74,182.6,58.6,3279,0.41,5175.89104031576,23798.893125703016
69,189.6,61.7,1549,0.82,5175.89104031576,500.0
30,173.8,95.8,1572,0.46,5000.0,21049.649662948512
42,179.7,68.0,2814,0.64,5000.0,22986.86900407216
20,180.1,81.0,1649,0.24,5175.89104031576,500.0
41,154.3,82.9,3138,0.85,5000.0,500.0
66,156.5,79.8,3162,0.58,5000.0,10982.076331042272
21,175.5,52.8,2658,0.09,5175.89104031576,21321.56672710261
34,172.2,54.7,1389,0.47,5175.89104031576,500.0
18,160.3,61.3,3598,0.44,5000.0,14707.494346449566
33,173.4,72.1,2201,0.18,5000.0,14594.453914396168
63,181.2,62.0,4304,0.74,5175.89104031576,26907.15136647973
60,171.4,62.6,2120,0.72,5000.0,18708.278434555887
19,166.6,82.7,4658,0.84,5000.0,8600.221570401316
48,183.4,52.0,2695,0.89,5000.0,3282.616970746021
40,179.9,60.9,929,0.93,5175.89104031576,500.0
43,170.1,74.1,1622,0.77,5000.0,13482.61574743173
21,177.9,71.8,3325,0.15,5175.89104031576,500.0
45,170.7,57.0,3328,0.2,5175.89104031576,22154.795561381947
23,160.6,41.8,2694,0.62,5175.89104031576,25805.445066223645
64,177.7,52.7,1938,0.81,5175.89104031576,8243.965842906731
26,177.7,53.8,1885,0.68,5175.89104031576,625.181791164074
50,191.5,44.1,3184,0.94,5175.89104031576,23694.30682435365
20,163.1,69.8,1483,0.03,5000.0,500.0
65,152.2,62.1,3613,0.99,5000.0,15575.458114561729
33,165.9,61.6,1658,0.23,5000.0,500.0
39,153.9,67.4,1542,0.34,5175.89104031576,500.0
68,161.1,52.6,2150,0.74,5000.0,500.0
70,167.5,67.4,1540,0.16,5175.89104031576,13606.720813252272
62,158.9,49.5,2318,0.95,5175.89104031576,500.0
36,156.8,77.5,2078,0.82,5000.0,2681.2930906561137
45,156.8,89.5,2786,0.41,5000.0,28067.975016114327
34,174.7,69.1,2517,0.98,5000.0,500.0
36,181.8,51.2,3144,0.06,5000.0,500.0
36,176.1,88.0,2213,0.61,5175.89104031576,500.0
60,170.9,87.8,1579,0.46,5175.89104031576,500.0
30,179.4,79.3,1634,0.52,5175.89104031576,10274.636174398358
43,156.4,71.9,2499,0.78,5000.0,500.0
59,154.2,76.4,4733,0.58,5000.0,500.0
27,165.7,53.9,2597,0.24,5000.0,500.0
43,160.3,59.2,506,0.37,5000.0,500.0
58,180.5,84.7,1202,0.16,5175.89104031576,500.0
45,169.0,29.6,2173,0.99,5175.89104031576,500.0
33,177.2,75.0,3671,0.01,5000.0,23397.444798880064
29,192.9,51.2,1548,0.62,5000.0,10685.702487447646
72,170.7,94.9,2149,0.26,5000.0,2380.109931256516
44,172.7,64.7,1986,0.37,5175.89104031576,8167.786644706812
72,175.5,48.3,4199,0.46,5000.0,32485.531052833256
22,178.8,60.2,2926,0.33,5175.89104031576,1403.317692729601
19,179.6,72.0,2974,0.07,5175.89104031576,16950.06179733664
31,170.9,70.4,2343,0.79,5175.89104031576,15008.06992421023
18,170.4,79.3,1580,0.13,5175.89104031576,5733.1086672715055
58,168.9,73.3,3633,0.85,5175.89104031576,35278.9738713084
63,185.7,71.4,2878,0.39,5000.0,500.0
72,175.5,89.7,2433,0.67,5000.0,500.0
74,158.3,83.6,3329,0.54,5000.0,500.0
30,160.9,81.5,1334,0.38,5000.0,500.0
23,175.6,75.0,500,0.18,5175.89104031576,22585.338431001037
61,172.6,87.1,4337,0.83,5175.89104031576,500.0
65,174.3,39.8,1683,0.89,5175.89104031576,500.0
29,170.1,63.5,2651,0.66,5000.0,500.0
24,177.7,78.1,2784,0.07,5175.89104031576,9094.788350545172
34,174.6,64.8,1826,0.19,5000.0,17498.34532777919
52,183.7,68.6,1668,0.11,5000.0,5378.786478355881
65,172.6,71.2,936,0.19,5175.89104031576,500.0
70,180.9,54.4,1379,0.79,5175.89104031576,11197.724216604038
61,158.6,59.3,2863,0.31,5175.89104031576,500.0
28,174.2,69.4,500,0.13,5175.89104031576,4707.952915524882
28,166.7,71.7,3427,0.52,5175.89104031576,27293.118605334497
23,179.4,68.1,3355,0.03,5000.0,500.0
74,165.5,59.7,4969,0.64,5000.0,26576.26590180208
52,158.0,64.1,4078,0.77,5175.89104031576,500.0
34,179.7,50.9,1673,0.62,5175.89104031576,500.0
21,179.1,82.9,1542,0.01,5175.89104031576,500.0
68,163.2,37.8,2535,0.63,5000.0,500.0
74,170.1,73.3,2419,0.8,5175.89104031576,10703.82737914945
20,188.9,59.8,615,0.14,5000.0,500.0
46,179.1,68.4,2735,0.96,5175.89104031576,4902.444266359606
65,146.0,80.5,1160,0.25,5000.0,500.0
52,164.0,70.1,3971,0.88,5000.0,500.0
75,168.3,85.4,2991,0.28,5000.0,11169.108115365516
52,175.1,84.5,5333,0.2,5175.89104031576,17427.047542739998
19,186.7,49.4,1274,0.42,5175.89104031576,1180.2452599377737
68,157.9,77.4,2524,0.2,5175.89104031576,1058.7221285950077
47,157.8,80.6,1948,0.62,5000.0,500.0
30,172.8,90.5,1597,0.03,5175.89104031576,500.0
23,179.3,80.5,1387,0.74,5175.89104031576,500.0
40,163.9,74.8,1235,0.85,5175.89104031576,500.0
30,179.8,71.8,4442,0.93,5175.89104031576,500.0
44,158.6,68.8,626,0.3,5000.0,22913.17983648344
61,169.0,64.4,1992,0.04,5000.0,500.0
63,152.9,68.2,4022,0.75,5000.0,16879.494844426
42,167.1,76.3,3831,0.19,5175.89104031576,4597.657007308739
41,172.5,95.6,751,0.97,5175.89104031576,9578.290697501116
58,161.6,74.2,3152,0.97,5000.0,500.0
23,159.9,94.4,1908,0.93,5175.89104031576,12785.151005406902
64,169.2,70.1,3662,0.58,5000.0,500.0
37,172.5,82.4,1709,0.26,5000.0,500.0
28,164.2,51.9,1541,0.81,5000.0,6490.729349935428
69,168.9,71.2,1136,0.49,5175.89104031576,500.0
23,159.7,59.9,592,0.38,5175.89104031576,11963.93044304796
26,185.1,61.8,1667,0.74,5000.0,500.0
20,162.7,73.2,4133,0.67,5175.89104031576,500.0
18,167.5,80.3,2679,0.88,5175.89104031576,10753.421326523568
32,162.4,82.5,2965,0.9,5175.89104031576,500.0
24,171.9,62.9,1258,0.74,5175.89104031576,14430.51876497812
22,172.1,81.9,1714,0.09,5175.89104031576,500.0
74,157.6,60.5,3000,0.84,5000.0,7477.073555735235
45,162.9,82.0,2027,0.9,5175.89104031576,10439.463682214197
26,181.9,64.0,3150,0.61,5175.89104031576,500.0
34,171.1,61.6,2480,0.58,5000.0,15468.721379985676
69,178.2,73.9,4174,0.32,5000.0,20830.636004097378
25,162.8,73.9,4384,0.26,5000.0,500.0
29,162.5,54.1,4094,0.96,5175.89104031576,10152.632831132174
66,169.4,75.5,2867,0.23,5000.0,21557.631054963626
65,161.3,82.9,3343,0.56,5000.0,22762.1917704371
70,178.8,91.2,2089,0.14,5175.89104031576,32726.64490927184
74,158.3,63.4,1193,0.15,5000.0,500.0
72,161.5,82.7,3802,0.82,5175.89104031576,500.0
61,164.8,58.8,3963,0.78,5000.0,23553.074100197176
41,180.8,66.9,2474,0.42,5000.0,500.0
24,167.4,56.1,1285,0.12,5000.0,500.0
37,177.6,69.5,2433,0.28,5175.89104031576,23930.493958673607
31,169.3,89.0,1835,0.91,5000.0,500.0
24,170.6,57.3,1537,0.19,5175.89104031576,19758.871226550404
34,180.3,74.0,500,0.68,5175.89104031576,500.0
36,169.8,91.9,3757,0.65,5175.89104031576,28663.370907279943
62,163.5,62.2,1358,0.29,5175.89104031576,1936.7691870841425
19,177.4,77.9,3749,0.66,5175.89104031576,4520.636290570551
64,174.4,75.2,2220,0.53,5175.89104031576,500.0
39,177.4,81.9,500,0.08,5175.89104031576,500.0
30,190.2,90.9,3799,0.75,5175.89104031576,500.0
54,176.4,81.7,2618,0.52,5175.89104031576,500.0
62,172.7,60.8,1252,0.94,5175.89104031576,33352.500584021866
44,175.9,54.7,3715,0.63,5000.0,30539.875874023797
48,178.2,58.9,3122,0.61,5175.89104031576,16244.457336846015
29,175.7,64.6,3152,0.14,5175.89104031576,7061.878616769964
48,165.9,51.8,3528,0.33,5000.0,4385.913973233552
25,153.1,85.5,2029,0.75,5175.89104031576,500.0
56,175.8,89.9,3617,0.91,5000.0,16472.646515827604
60,161.7,87.1,500,0.85,5175.89104031576,500.0
75,181.3,78.1,1697,0.18,5000.0,500.0
74,147.4,45.8,3057,0.31,5000.0,500.0
68,174.9,88.2,882,0.05,5175.89104031576,8977.41551107079
