age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,sexe_F,sexe_H,sport_licence_non,sport_licence_oui,niveau_etude_aucun,niveau_etude_bac,niveau_etude_bac+2,niveau_etude_doctorat,niveau_etude_master,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_non,smoker_oui,nationalité_francaise_non,nationalité_francaise_oui,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
36,169.2,62.9,2008,0.84,5175.89104031576,500.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
31,181.0,71.1,4161,0.41,5175.89104031576,22464.329541449875,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
20,171.6,85.5,2726,0.27,5175.89104031576,500.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
28,176.4,40.3,1756,0.12,5000.0,500.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
20,173.6,53.2,1445,0.42,5000.0,9987.740720498996,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
44,169.0,62.6,2876,0.53,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
74,161.6,43.6,1531,0.82,5175.89104031576,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
44,160.1,89.9,2597,0.78,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
72,159.8,62.0,2548,0.89,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
18,145.6,52.9,2146,0.28,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
28,163.8,47.4,2220,0.59,5175.89104031576,500.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
74,172.2,53.5,1146,0.36,5175.89104031576,13455.01227186266,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
26,164.3,63.1,500,0.76,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
54,165.6,82.7,2924,0.8,5000.0,500.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
65,168.0,69.3,3597,0.7,5175.89104031576,12298.027814145727,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
46,167.4,69.8,1544,0.14,5175.89104031576,500.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
20,160.9,84.0,2163,0.85,5000.0,11100.837532743672,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
47,172.6,67.7,2744,0.76,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
33,170.5,58.6,2072,0.85,5175.89104031576,4439.404998360234,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
61,173.0,68.5,3188,0.5,5175.89104031576,13011.469539756225,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
26,186.0,80.7,3526,0.02,5175.89104031576,29087.474224460377,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
68,170.9,47.2,2996,0.18,5000.0,30920.887604443906,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
56,169.4,84.6,2945,0.89,5175.89104031576,13443.178916126031,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
51,180.6,79.2,4558,0.54,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
25,185.1,87.4,4539,0.19,5175.89104031576,9997.444543866246,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
73,175.1,68.2,2720,0.92,5175.89104031576,500.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
68,176.9,92.3,4054,0.69,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
25,160.2,70.5,3911,0.15,5175.89104031576,25608.36065713855,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
39,168.6,59.2,1261,0.56,5000.0,23549.0416332816,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
66,173.1,57.6,2366,0.53,5175.89104031576,8245.065969029329,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
57,182.0,70.8,2960,0.7,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
51,191.1,58.0,3076,0.04,5000.0,500.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
75,172.0,97.4,2525,0.01,5000.0,2877.5432568584547,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
42,175.0,86.8,1725,0.24,5175.89104031576,18033.39312108044,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
51,170.1,61.4,3751,0.57,5000.0,15883.09356173979,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
34,164.5,48.9,1501,0.18,5000.0,500.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
52,166.5,85.6,1151,0.57,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
73,184.4,88.7,2310,0.51,5175.89104031576,13379.68841199016,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
53,168.8,76.5,3695,0.82,5000.0,19107.04304690988,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
26,160.7,66.8,2271,0.98,5175.89104031576,22154.40721722408,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
61,180.1,54.9,1150,0.97,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
40,160.8,84.2,3761,0.85,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
22,187.9,85.3,2072,0.6,5000.0,1576.72107636895,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
72,171.3,76.2,5335,0.03,5175.89104031576,12693.417420625943,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
21,167.7,49.2,2508,0.05,5175.89104031576,18922.76988076284,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
42,177.5,77.4,3203,0.94,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
31,180.8,73.0,3220,0.46,5000.0,500.0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
62,179.6,84.6,3561,0.42,5175.89104031576,22274.63600805616,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
32,161.3,68.1,4605,0.39,5175.89104031576,16677.921177670647,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
45,167.0,58.7,3227,0.64,5000.0,9803.266574533667,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
71,173.7,48.0,1324,0.28,5175.89104031576,37146.45460526911,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
63,171.8,51.2,3390,0.88,5000.0,500.0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
20,174.0,83.0,1625,0.82,5000.0,1520.496735325804,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
44,158.8,102.5,1071,0.59,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
24,168.8,63.5,1358,0.78,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
19,167.2,65.8,778,0.4,5175.89104031576,18430.630369728493,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
73,173.8,67.7,1725,0.94,5175.89104031576,500.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
56,169.1,77.5,3742,0.74,5000.0,500.0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
27,181.8,60.2,1916,0.04,5000.0,24263.117991679694,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
66,154.4,45.0,2678,0.81,5175.89104031576,500.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
70,163.6,96.4,4717,0.77,5000.0,36491.30168202318,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
47,168.2,101.9,2601,0.9,5175.89104031576,8813.78050588979,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
26,150.5,52.7,4218,0.5,5000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
37,181.3,61.5,3781,0.15,5000.0,29474.182994659684,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
37,169.0,73.4,742,0.51,5000.0,1692.275747225483,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
24,166.5,58.3,2611,0.28,5175.89104031576,13547.703862865275,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
61,190.0,75.8,3745,0.71,5000.0,8706.24138046651,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
67,159.1,54.2,2251,0.52,5175.89104031576,34360.01583796928,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
62,172.5,87.2,2380,0.21,5175.89104031576,9010.61036260234,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
29,171.0,64.2,2457,0.96,5000.0,500.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
42,178.4,101.2,2243,0.18,5175.89104031576,6330.269780925038,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
38,167.5,42.1,2892,0.66,5000.0,18512.495840580308,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
23,188.1,86.7,4597,0.07,5000.0,500.0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
69,160.5,75.9,500,0.2,5000.0,23013.819116751045,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
33,160.9,74.9,5025,0.52,5000.0,500.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
35,171.8,78.2,1983,0.86,5000.0,18074.408058237503,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
32,174.9,105.1,2790,0.61,5000.0,21964.67420310877,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
52,165.8,65.9,1131,0.72,5000.0,500.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
20,179.4,66.7,2873,0.96,5175.89104031576,14130.79341532438,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
23,167.3,77.7,2571,0.23,5000.0,500.0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
65,168.7,85.3,2494,0.47,5000.0,33018.02808967818,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
66,168.5,81.8,3229,0.27,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
72,165.5,75.1,2269,0.74,5000.0,7417.632167603699,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
20,182.9,90.6,3198,0.68,5175.89104031576,12515.354391056868,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
64,173.6,80.1,2774,0.59,5000.0,8215.910084169991,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
27,179.8,65.4,2950,0.08,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
69,173.8,75.7,2018,0.32,5000.0,23161.028724077816,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
50,148.6,77.7,1024,0.15,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
19,178.1,70.1,1271,0.61,5000.0,14934.756094613029,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
61,160.7,44.3,3188,0.06,5000.0,12088.186102872389,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
36,171.4,102.7,1240,0.85,5175.89104031576,16379.06984169333,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
75,172.2,52.5,2768,0.55,5175.89104031576,8174.348022381994,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
62,166.6,101.2,3428,0.19,5000.0,30396.58888039905,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
36,178.1,78.3,2347,0.16,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
22,170.1,66.8,2511,0.72,5000.0,500.0,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
72,179.0,54.9,500,0.65,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
18,173.0,81.9,3746,1.0,5175.89104031576,500.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
61,170.0,75.2,1476,0.94,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
73,173.9,51.1,1493,0.2,5175.89104031576,500.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
71,173.2,45.9,3563,0.71,5000.0,22064.305341804065,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
40,162.3,73.7,1946,0.48,5175.89104031576,25181.58555791764,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
21,170.8,58.8,1590,0.75,5175.89104031576,36417.92131575527,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
27,170.1,66.7,500,0.86,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
18,170.4,40.4,3452,0.03,5175.89104031576,16711.36395842236,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
21,151.7,70.0,3014,0.85,5175.89104031576,10830.0146885118,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
36,182.8,77.5,3316,0.6,5175.89104031576,841.3724466913686,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
24,161.7,59.0,3129,0.37,5175.89104031576,27047.636227436284,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
32,183.8,79.3,3175,0.46,5175.89104031576,14420.820511642967,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
73,174.4,53.6,5217,0.97,5175.89104031576,16528.006616000614,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
69,154.0,55.5,1999,0.35,5000.0,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
35,162.3,85.7,2851,0.57,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
21,156.1,59.0,2198,0.2,5175.89104031576,3015.660853499904,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
34,174.7,66.0,2365,0.58,5175.89104031576,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
71,162.8,69.5,3030,0.37,5000.0,7626.026882280667,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
43,163.5,59.3,3468,0.94,5000.0,500.0,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False
19,157.6,82.3,500,0.79,5175.89104031576,23964.16337109952,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
55,161.5,47.2,5141,0.48,5000.0,16842.620732775868,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
66,173.7,68.3,647,0.99,5175.89104031576,13581.712777997,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
53,184.5,89.2,2877,0.89,5175.89104031576,500.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
65,164.3,84.1,500,0.63,5175.89104031576,500.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
25,162.0,83.7,4037,0.69,5175.89104031576,10977.56486679858,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
25,182.1,52.0,5436,0.39,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
69,158.8,88.6,3556,0.26,5000.0,8452.95685064405,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
27,169.1,45.6,2096,0.52,5175.89104031576,3129.297270061723,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
36,175.9,59.3,3553,0.35,5175.89104031576,500.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
50,178.1,68.7,3543,0.81,5175.89104031576,21720.314912028272,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
42,189.9,51.0,3142,0.91,5175.89104031576,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False
68,168.1,57.6,2597,0.72,5000.0,500.0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False
33,175.5,70.9,2549,0.92,5000.0,500.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False
37,173.8,77.0,2004,0.29,5000.0,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
29,183.4,69.8,3787,0.52,5175.89104031576,27263.72768198445,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
68,159.8,79.4,3316,1.0,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
70,181.8,98.7,960,0.74,5175.89104031576,5331.372500657769,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
33,178.7,62.6,2228,0.45,5175.89104031576,12837.224548023927,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
39,150.8,55.2,503,0.36,5175.89104031576,36145.96241556148,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
61,170.6,65.4,2063,0.52,5000.0,500.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False
61,169.7,80.5,4483,0.96,5175.89104031576,11913.706943644664,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False
62,173.1,64.2,4578,0.24,5000.0,5665.770817987172,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
54,178.9,71.2,2048,0.22,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
43,173.2,92.1,2004,0.24,5000.0,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
55,174.9,96.3,3836,0.0,5000.0,17105.93704838342,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
24,151.1,93.6,1082,0.25,5175.89104031576,500.0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
70,191.5,85.1,4112,0.87,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False
62,167.5,43.1,1135,0.93,5175.89104031576,12606.329063545196,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
49,163.9,70.3,3877,0.75,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
37,197.0,64.9,2862,0.22,5000.0,20351.17272525365,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
69,188.2,53.8,3224,0.44,5175.89104031576,29974.082440550083,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
21,160.3,59.7,4102,0.36,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
43,176.6,40.8,2313,0.81,5175.89104031576,15147.43953010669,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
29,170.9,51.5,2296,0.98,5175.89104031576,2598.098349577962,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
42,192.4,78.6,4430,0.74,5175.89104031576,500.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
73,174.7,54.7,3090,0.13,5175.89104031576,500.0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
70,171.5,82.3,891,0.39,5175.89104031576,500.0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
65,171.7,95.6,3451,0.81,5000.0,5175.157681532467,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
26,171.8,86.8,4044,0.78,5000.0,23838.1197018406,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
48,186.7,54.5,3171,0.01,5175.89104031576,22164.49867708017,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False
63,165.0,69.5,1118,0.37,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
54,153.8,40.1,3120,0.28,5175.89104031576,500.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
34,179.3,58.3,2413,0.81,5175.89104031576,2888.0324235447583,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
57,162.7,72.5,4853,0.44,5175.89104031576,10926.712372108052,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
74,190.3,75.2,2587,0.83,5175.89104031576,500.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
55,168.2,59.3,1948,0.28,5175.89104031576,11622.434275038482,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
32,176.8,72.8,2069,0.9,5175.89104031576,500.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
56,184.1,105.0,2968,0.66,5175.89104031576,500.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
51,176.1,74.3,2810,0.61,5175.89104031576,10587.038362353696,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
44,170.9,64.7,4087,0.09,5000.0,33647.972354477904,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
38,162.5,71.9,3677,0.17,5175.89104031576,35086.03604013958,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
34,165.4,76.7,1579,0.76,5175.89104031576,13606.848863344549,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
23,180.1,79.1,1691,0.65,5000.0,19060.514882698342,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
45,179.0,101.5,3365,0.96,5000.0,12227.663924565972,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
52,176.3,64.8,1601,0.24,5000.0,500.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
